curve_type,base_ccy,quote_ccy,obs_date,spot
Exchange,JPY,USD,2006-03-29,0.008524422470377631
Exchange,JPY,USD,2006-03-30,0.008490405841399219
Exchange,JPY,USD,2006-04-01,0.008490045421743007
Exchange,JPY,USD,2006-04-02,0.008495815810713224
Exchange,JPY,USD,2006-04-03,0.008508465923593975
Exchange,JPY,USD,2006-04-04,0.008515711487694796
Exchange,JPY,USD,2006-04-05,0.008491847826086956
Exchange,JPY,USD,2006-04-06,0.0084530853761623
Exchange,JPY,USD,2006-04-08,0.008464175377713826
Exchange,JPY,USD,2006-04-09,0.00844880027036161
Exchange,JPY,USD,2006-04-10,0.008454514710855596
Exchange,JPY,USD,2006-04-11,0.008433836552247618
Exchange,JPY,USD,2006-04-12,0.008434547908232119
Exchange,JPY,USD,2006-04-13,0.008425664574293298
Exchange,JPY,USD,2006-04-15,0.008430992327796982
Exchange,JPY,USD,2006-04-16,0.008488243782361429
Exchange,JPY,USD,2006-04-17,0.008538980445734779
Exchange,JPY,USD,2006-04-18,0.008525876033762468
Exchange,JPY,USD,2006-04-19,0.008507742045261188
Exchange,JPY,USD,2006-04-20,0.008576329331046312
Exchange,JPY,USD,2006-04-22,0.008649770781074302
Exchange,JPY,USD,2006-04-23,0.008723719794120214
Exchange,JPY,USD,2006-04-24,0.008710042679209128
Exchange,JPY,USD,2006-04-25,0.00871763577717723
Exchange,JPY,USD,2006-04-26,0.008763473841030585
Exchange,JPY,USD,2006-04-27,0.008785030308354563
Exchange,JPY,USD,2006-04-29,0.00879584835957428
Exchange,JPY,USD,2006-04-30,0.008821609414421568
Exchange,JPY,USD,2006-05-01,0.008823010411152285
Exchange,JPY,USD,2006-05-02,0.008804366966015144
Exchange,JPY,USD,2006-05-03,0.008798169980644026
Exchange,JPY,USD,2006-05-04,0.008882572392965003
Exchange,JPY,USD,2006-05-06,0.00892379082634303
Exchange,JPY,USD,2006-05-07,0.00895736295234683
Exchange,JPY,USD,2006-05-08,0.009005763688760807
Exchange,JPY,USD,2006-05-09,0.00904977375565611
Exchange,JPY,USD,2006-05-10,0.009030486923854934
Exchange,JPY,USD,2006-05-11,0.009088430428065073
Exchange,JPY,USD,2006-05-13,0.009124420599291945
Exchange,JPY,USD,2006-05-14,0.009050592813829306
Exchange,JPY,USD,2006-05-15,0.00911078717201166
Exchange,JPY,USD,2006-05-16,0.009012337890572193
Exchange,JPY,USD,2006-05-17,0.009022827754218173
Exchange,JPY,USD,2006-05-18,0.008954154727793696
Exchange,JPY,USD,2006-05-20,0.00895094880057286
Exchange,JPY,USD,2006-05-21,0.008963384574015148
Exchange,JPY,USD,2006-05-22,0.008930564858227283
Exchange,JPY,USD,2006-05-23,0.008853710147237199
Exchange,JPY,USD,2006-05-24,0.00894574406226238
Exchange,JPY,USD,2006-05-25,0.008875870944836462
Exchange,JPY,USD,2006-05-27,0.008886519150448769
Exchange,JPY,USD,2006-05-28,0.008890785589814716
Exchange,JPY,USD,2006-05-29,0.008915755030714775
Exchange,JPY,USD,2006-05-30,0.00887784090909091
Exchange,JPY,USD,2006-05-31,0.008871933637936388
Exchange,JPY,USD,2006-06-01,0.008949747169642457
Exchange,JPY,USD,2006-06-03,0.008956560680698611
Exchange,JPY,USD,2006-06-04,0.008909479686386316
Exchange,JPY,USD,2006-06-05,0.008824178248400618
Exchange,JPY,USD,2006-06-06,0.008804366966015144
Exchange,JPY,USD,2006-06-07,0.008753884536262966
Exchange,JPY,USD,2006-06-08,0.00877385391533231
Exchange,JPY,USD,2006-06-10,0.008756797464031454
Exchange,JPY,USD,2006-06-11,0.008741640805979282
Exchange,JPY,USD,2006-06-12,0.008663634394628547
Exchange,JPY,USD,2006-06-13,0.008692024198595369
Exchange,JPY,USD,2006-06-14,0.008713837574067618
Exchange,JPY,USD,2006-06-15,0.008680932332132471
Exchange,JPY,USD,2006-06-17,0.008682816705739341
